source	metaedge	target
Compound::DB00776	CpD	Disease::DOID:2377
Compound::DB00193	CpD	Disease::DOID:0050425
Compound::DB00351	CpD	Disease::DOID:1612
Compound::DB00482	CpD	Disease::DOID:219
Compound::DB01018	CpD	Disease::DOID:1094
Compound::DB06684	CpD	Disease::DOID:1595
Compound::DB00715	CpD	Disease::DOID:3312
Compound::DB00707	CpD	Disease::DOID:5041
Compound::DB00408	CpD	Disease::DOID:5419
Compound::DB00268	CpD	Disease::DOID:0050425
Compound::DB00190	CpD	Disease::DOID:0050425
Compound::DB01020	CpD	Disease::DOID:3393
Compound::DB00829	CpD	Disease::DOID:2377
Compound::DB01186	CpD	Disease::DOID:14330
Compound::DB00813	CpD	Disease::DOID:1324
Compound::DB00575	CpD	Disease::DOID:1094
Compound::DB00268	CpD	Disease::DOID:10652
Compound::DB00952	CpD	Disease::DOID:6364
Compound::DB00313	CpD	Disease::DOID:5419
Compound::DB01198	CpD	Disease::DOID:5419
Compound::DB00254	CpD	Disease::DOID:3083
Compound::DB00635	CpD	Disease::DOID:6364
Compound::DB01401	CpD	Disease::DOID:8893
Compound::DB01233	CpD	Disease::DOID:10283
Compound::DB00458	CpD	Disease::DOID:594
Compound::DB00540	CpD	Disease::DOID:1595
Compound::DB00286	CpD	Disease::DOID:1612
Compound::DB00734	CpD	Disease::DOID:5419
Compound::DB00475	CpD	Disease::DOID:0050741
Compound::DB00996	CpD	Disease::DOID:3312
Compound::DB01399	CpD	Disease::DOID:7148
Compound::DB00904	CpD	Disease::DOID:0050741
Compound::DB00797	CpD	Disease::DOID:418
Compound::DB00363	CpD	Disease::DOID:3312
Compound::DB00316	CpD	Disease::DOID:8398
Compound::DB00321	CpD	Disease::DOID:1595
Compound::DB00458	CpD	Disease::DOID:1595
Compound::DB00295	CpD	Disease::DOID:3393
Compound::DB00586	CpD	Disease::DOID:418
Compound::DB01142	CpD	Disease::DOID:3310
Compound::DB01296	CpD	Disease::DOID:8398
Compound::DB00575	CpD	Disease::DOID:11119
Compound::DB00461	CpD	Disease::DOID:8398
Compound::DB00472	CpD	Disease::DOID:5419
Compound::DB00281	CpD	Disease::DOID:7148
Compound::DB00338	CpD	Disease::DOID:5041
Compound::DB01398	CpD	Disease::DOID:8893
Compound::DB01576	CpD	Disease::DOID:8986
Compound::DB00814	CpD	Disease::DOID:9074
Compound::DB00991	CpD	Disease::DOID:7148
Compound::DB00201	CpD	Disease::DOID:6364
Compound::DB00190	CpD	Disease::DOID:14330
Compound::DB01075	CpD	Disease::DOID:14330
Compound::DB00910	CpD	Disease::DOID:784
Compound::DB00321	CpD	Disease::DOID:9074
Compound::DB01364	CpD	Disease::DOID:4481
Compound::DB00679	CpD	Disease::DOID:5419
Compound::DB01068	CpD	Disease::DOID:5419
Compound::DB00624	CpD	Disease::DOID:1612
Compound::DB00182	CpD	Disease::DOID:8986
Compound::DB01427	CpD	Disease::DOID:12930
Compound::DB00281	CpD	Disease::DOID:418
Compound::DB00575	CpD	Disease::DOID:0050425
Compound::DB00427	CpD	Disease::DOID:3310
Compound::DB01240	CpD	Disease::DOID:418
Compound::DB00734	CpD	Disease::DOID:3312
Compound::DB00656	CpD	Disease::DOID:1595
Compound::DB00945	CpD	Disease::DOID:13189
Compound::DB01367	CpD	Disease::DOID:14330
Compound::DB00861	CpD	Disease::DOID:8398
Compound::DB01440	CpD	Disease::DOID:8986
Compound::DB00540	CpD	Disease::DOID:594
Compound::DB00320	CpD	Disease::DOID:6364
Compound::DB00936	CpD	Disease::DOID:8893
Compound::DB00404	CpD	Disease::DOID:418
Compound::DB00934	CpD	Disease::DOID:594
Compound::DB00184	CpD	Disease::DOID:0050742
Compound::DB00104	CpD	Disease::DOID:9744
Compound::DB06710	CpD	Disease::DOID:1612
Compound::DB01238	CpD	Disease::DOID:3312
Compound::DB00996	CpD	Disease::DOID:2377
Compound::DB00514	CpD	Disease::DOID:332
Compound::DB00741	CpD	Disease::DOID:10283
Compound::DB00788	CpD	Disease::DOID:8398
Compound::DB01395	CpD	Disease::DOID:11612
Compound::DB00248	CpD	Disease::DOID:14330
Compound::DB00387	CpD	Disease::DOID:14330
Compound::DB00924	CpD	Disease::DOID:6364
Compound::DB00482	CpD	Disease::DOID:2531
Compound::DB00959	CpD	Disease::DOID:1319
Compound::DB01037	CpD	Disease::DOID:14330
Compound::DB00814	CpD	Disease::DOID:7147
Compound::DB00745	CpD	Disease::DOID:8986
Compound::DB00861	CpD	Disease::DOID:7148
Compound::DB01435	CpD	Disease::DOID:6364
Compound::DB00338	CpD	Disease::DOID:418
Compound::DB00334	CpD	Disease::DOID:3312
Compound::DB01173	CpD	Disease::DOID:6364
Compound::DB01242	CpD	Disease::DOID:594
Compound::DB00668	CpD	Disease::DOID:2841
Compound::DB00600	CpD	Disease::DOID:12306
Compound::DB00697	CpD	Disease::DOID:2377
Compound::DB00215	CpD	Disease::DOID:3312
Compound::DB00717	CpD	Disease::DOID:11612
Compound::DB01119	CpD	Disease::DOID:10763
Compound::DB00657	CpD	Disease::DOID:11119
Compound::DB01224	CpD	Disease::DOID:10652
Compound::DB00482	CpD	Disease::DOID:7148
Compound::DB00564	CpD	Disease::DOID:2377
Compound::DB00500	CpD	Disease::DOID:7147
Compound::DB00623	CpD	Disease::DOID:5419
Compound::DB00820	CpD	Disease::DOID:418
Compound::DB00668	CpD	Disease::DOID:4481
Compound::DB00258	CpD	Disease::DOID:784
Compound::DB00413	CpD	Disease::DOID:0050425
Compound::DB00424	CpD	Disease::DOID:14330
Compound::DB00424	CpD	Disease::DOID:8778
Compound::DB00203	CpD	Disease::DOID:9744
Compound::DB00343	CpD	Disease::DOID:3393
Compound::DB00186	CpD	Disease::DOID:594
Compound::DB00285	CpD	Disease::DOID:1094
Compound::DB00540	CpD	Disease::DOID:2377
Compound::DB01233	CpD	Disease::DOID:6364
Compound::DB00706	CpD	Disease::DOID:10283
Compound::DB00304	CpD	Disease::DOID:11612
Compound::DB00230	CpD	Disease::DOID:2377
Compound::DB01068	CpD	Disease::DOID:12849
Compound::DB00814	CpD	Disease::DOID:8398
Compound::DB00502	CpD	Disease::DOID:10652
Compound::DB00321	CpD	Disease::DOID:2377
Compound::DB00668	CpD	Disease::DOID:1686
Compound::DB00502	CpD	Disease::DOID:11119
Compound::DB08866	CpD	Disease::DOID:1612
Compound::DB01104	CpD	Disease::DOID:12849
Compound::DB00245	CpD	Disease::DOID:12849
Compound::DB00490	CpD	Disease::DOID:594
Compound::DB00176	CpD	Disease::DOID:1595
Compound::DB01075	CpD	Disease::DOID:5419
Compound::DB00975	CpD	Disease::DOID:3393
Compound::DB00443	CpD	Disease::DOID:10283
Compound::DB00852	CpD	Disease::DOID:4481
Compound::DB01234	CpD	Disease::DOID:1612
Compound::DB00413	CpD	Disease::DOID:14330
Compound::DB00245	CpD	Disease::DOID:5419
Compound::DB00620	CpD	Disease::DOID:1319
Compound::DB00749	CpD	Disease::DOID:8398
Compound::DB00230	CpD	Disease::DOID:0050425
Compound::DB01233	CpD	Disease::DOID:418
Compound::DB01234	CpD	Disease::DOID:219
Compound::DB00906	CpD	Disease::DOID:3312
Compound::DB00945	CpD	Disease::DOID:6364
Compound::DB00746	CpD	Disease::DOID:784
Compound::DB00745	CpD	Disease::DOID:1094
Compound::DB00476	CpD	Disease::DOID:1595
Compound::DB00788	CpD	Disease::DOID:9074
Compound::DB01420	CpD	Disease::DOID:1612
Compound::DB00883	CpD	Disease::DOID:3393
Compound::DB01401	CpD	Disease::DOID:7148
Compound::DB00915	CpD	Disease::DOID:2377
Compound::DB00945	CpD	Disease::DOID:8398
Compound::DB00621	CpD	Disease::DOID:11476
Compound::DB00696	CpD	Disease::DOID:6364
Compound::DB00136	CpD	Disease::DOID:784
Compound::DB00714	CpD	Disease::DOID:14330
Compound::DB05271	CpD	Disease::DOID:14330
Compound::DB00338	CpD	Disease::DOID:263
Compound::DB00482	CpD	Disease::DOID:263
Compound::DB01068	CpD	Disease::DOID:2377
Compound::DB00935	CpD	Disease::DOID:4481
Compound::DB00376	CpD	Disease::DOID:14330
Compound::DB00734	CpD	Disease::DOID:11119
Compound::DB00334	CpD	Disease::DOID:5419
Compound::DB00918	CpD	Disease::DOID:6364
Compound::DB01235	CpD	Disease::DOID:14330
Compound::DB00695	CpD	Disease::DOID:784
Compound::DB00734	CpD	Disease::DOID:12849
Compound::DB00564	CpD	Disease::DOID:0050425
Compound::DB01394	CpD	Disease::DOID:418
Compound::DB00850	CpD	Disease::DOID:11119
Compound::DB01235	CpD	Disease::DOID:0050425
Compound::DB00603	CpD	Disease::DOID:1612
Compound::DB00814	CpD	Disease::DOID:7148
Compound::DB01151	CpD	Disease::DOID:1094
Compound::DB01068	CpD	Disease::DOID:0050425
Compound::DB00586	CpD	Disease::DOID:7147
Compound::DB01577	CpD	Disease::DOID:8986
Compound::DB00788	CpD	Disease::DOID:7148
Compound::DB00425	CpD	Disease::DOID:2377
Compound::DB00390	CpD	Disease::DOID:3393
Compound::DB06637	CpD	Disease::DOID:2377
Compound::DB00494	CpD	Disease::DOID:14330
Compound::DB01234	CpD	Disease::DOID:1319
Compound::DB00182	CpD	Disease::DOID:1094
Compound::DB01577	CpD	Disease::DOID:1094
Compound::DB00502	CpD	Disease::DOID:12995
Compound::DB01364	CpD	Disease::DOID:2841
Compound::DB00381	CpD	Disease::DOID:3393
Compound::DB00996	CpD	Disease::DOID:7148
Compound::DB01589	CpD	Disease::DOID:2377
Compound::DB00573	CpD	Disease::DOID:8398
Compound::DB01238	CpD	Disease::DOID:12849
Compound::DB00477	CpD	Disease::DOID:5419
Compound::DB00328	CpD	Disease::DOID:8398
Compound::DB01247	CpD	Disease::DOID:594
Compound::DB00697	CpD	Disease::DOID:6364
Compound::DB00181	CpD	Disease::DOID:2377
Compound::DB00852	CpD	Disease::DOID:2841
Compound::DB00605	CpD	Disease::DOID:8398
Compound::DB01186	CpD	Disease::DOID:11119
Compound::DB01068	CpD	Disease::DOID:594
Compound::DB00318	CpD	Disease::DOID:8398
Compound::DB01234	CpD	Disease::DOID:263
Compound::DB00555	CpD	Disease::DOID:5419
Compound::DB00831	CpD	Disease::DOID:5419
Compound::DB00959	CpD	Disease::DOID:2531
Compound::DB00564	CpD	Disease::DOID:3312
Compound::DB00215	CpD	Disease::DOID:594
Compound::DB00338	CpD	Disease::DOID:10283
Compound::DB00715	CpD	Disease::DOID:1595
Compound::DB00996	CpD	Disease::DOID:14330
Compound::DB00246	CpD	Disease::DOID:5419
Compound::DB00788	CpD	Disease::DOID:7147
Compound::DB01036	CpD	Disease::DOID:2377
Compound::DB00216	CpD	Disease::DOID:6364
Compound::DB00953	CpD	Disease::DOID:6364
Compound::DB00328	CpD	Disease::DOID:6364
Compound::DB01234	CpD	Disease::DOID:10283
Compound::DB00655	CpD	Disease::DOID:1612
Compound::DB01104	CpD	Disease::DOID:594
Compound::DB01623	CpD	Disease::DOID:5419
Compound::DB00285	CpD	Disease::DOID:594
Compound::DB00736	CpD	Disease::DOID:418
Compound::DB00482	CpD	Disease::DOID:10283
Compound::DB00323	CpD	Disease::DOID:14330
Compound::DB00443	CpD	Disease::DOID:263
Compound::DB00268	CpD	Disease::DOID:14330
Compound::DB01198	CpD	Disease::DOID:2377
Compound::DB01238	CpD	Disease::DOID:1595
Compound::DB00586	CpD	Disease::DOID:6364
Compound::DB00434	CpD	Disease::DOID:5419
Compound::DB00687	CpD	Disease::DOID:14330
Compound::DB01115	CpD	Disease::DOID:3393
Compound::DB06151	CpD	Disease::DOID:3083
Compound::DB00390	CpD	Disease::DOID:12930
Compound::DB00959	CpD	Disease::DOID:8398
Compound::DB00434	CpD	Disease::DOID:6364
Compound::DB00575	CpD	Disease::DOID:12849
Compound::DB00656	CpD	Disease::DOID:3312
Compound::DB01050	CpD	Disease::DOID:8398
Compound::DB00328	CpD	Disease::DOID:7148
Compound::DB00482	CpD	Disease::DOID:418
Compound::DB00996	CpD	Disease::DOID:0050425
Compound::DB00203	CpD	Disease::DOID:2377
Compound::DB00669	CpD	Disease::DOID:6364
Compound::DB01104	CpD	Disease::DOID:1595
Compound::DB00745	CpD	Disease::DOID:14330
Compound::DB00991	CpD	Disease::DOID:8398
Compound::DB01238	CpD	Disease::DOID:5419
Compound::DB00572	CpD	Disease::DOID:14330
Compound::DB00482	CpD	Disease::DOID:7147
Compound::DB00104	CpD	Disease::DOID:1793
Compound::DB00502	CpD	Disease::DOID:5419
Compound::DB00745	CpD	Disease::DOID:2377
Compound::DB00933	CpD	Disease::DOID:5419
Compound::DB00122	CpD	Disease::DOID:8398
Compound::DB00246	CpD	Disease::DOID:11119
Compound::DB01591	CpD	Disease::DOID:2377
Compound::DB00998	CpD	Disease::DOID:6364
Compound::DB00554	CpD	Disease::DOID:7147
Compound::DB01224	CpD	Disease::DOID:5419
Compound::DB00586	CpD	Disease::DOID:8398
Compound::DB00783	CpD	Disease::DOID:1612
Compound::DB00313	CpD	Disease::DOID:3312
Compound::DB00564	CpD	Disease::DOID:5419
Compound::DB00887	CpD	Disease::DOID:784
Compound::DB01576	CpD	Disease::DOID:1094
Compound::DB01068	CpD	Disease::DOID:3312
Compound::DB00997	CtD	Disease::DOID:363
Compound::DB00206	CtD	Disease::DOID:10763
Compound::DB00960	CtD	Disease::DOID:10763
Compound::DB00665	CtD	Disease::DOID:10283
Compound::DB00290	CtD	Disease::DOID:2998
Compound::DB01232	CtD	Disease::DOID:635
Compound::DB00555	CtD	Disease::DOID:1826
Compound::DB00444	CtD	Disease::DOID:2531
Compound::DB00860	CtD	Disease::DOID:4481
Compound::DB00635	CtD	Disease::DOID:2531
Compound::DB00985	CtD	Disease::DOID:4481
Compound::DB00808	CtD	Disease::DOID:10763
Compound::DB01244	CtD	Disease::DOID:10763
Compound::DB00888	CtD	Disease::DOID:2531
Compound::DB00591	CtD	Disease::DOID:3310
Compound::DB00530	CtD	Disease::DOID:1324
Compound::DB00191	CtD	Disease::DOID:9970
Compound::DB00620	CtD	Disease::DOID:8577
Compound::DB00853	CtD	Disease::DOID:3070
Compound::DB00654	CtD	Disease::DOID:1686
Compound::DB00783	CtD	Disease::DOID:10283
Compound::DB08881	CtD	Disease::DOID:4159
Compound::DB00563	CtD	Disease::DOID:9074
Compound::DB00741	CtD	Disease::DOID:4481
Compound::DB00773	CtD	Disease::DOID:1192
Compound::DB00993	CtD	Disease::DOID:418
Compound::DB01275	CtD	Disease::DOID:10763
Compound::DB01101	CtD	Disease::DOID:10534
Compound::DB00401	CtD	Disease::DOID:10763
Compound::DB00563	CtD	Disease::DOID:1324
Compound::DB00222	CtD	Disease::DOID:9352
Compound::DB00290	CtD	Disease::DOID:1909
Compound::DB01280	CtD	Disease::DOID:2531
Compound::DB00455	CtD	Disease::DOID:3310
Compound::DB00860	CtD	Disease::DOID:3083
Compound::DB00244	CtD	Disease::DOID:8577
Compound::DB00250	CtD	Disease::DOID:12365
Compound::DB01023	CtD	Disease::DOID:10763
Compound::DB01047	CtD	Disease::DOID:3310
Compound::DB00635	CtD	Disease::DOID:2841
Compound::DB00541	CtD	Disease::DOID:2531
Compound::DB00443	CtD	Disease::DOID:2531
Compound::DB01234	CtD	Disease::DOID:9008
Compound::DB00688	CtD	Disease::DOID:418
Compound::DB00491	CtD	Disease::DOID:9352
Compound::DB00570	CtD	Disease::DOID:2998
Compound::DB00441	CtD	Disease::DOID:1793
Compound::DB00661	CtD	Disease::DOID:6364
Compound::DB00205	CtD	Disease::DOID:12365
Compound::DB00959	CtD	Disease::DOID:7147
Compound::DB00544	CtD	Disease::DOID:10534
Compound::DB01068	CtD	Disease::DOID:1826
Compound::DB01101	CtD	Disease::DOID:263
Compound::DB00488	CtD	Disease::DOID:2394
Compound::DB00970	CtD	Disease::DOID:263
Compound::DB00177	CtD	Disease::DOID:3393
Compound::DB00997	CtD	Disease::DOID:184
Compound::DB00215	CtD	Disease::DOID:0050741
Compound::DB01394	CtD	Disease::DOID:13189
Compound::DB01320	CtD	Disease::DOID:1826
Compound::DB01181	CtD	Disease::DOID:2531
Compound::DB01057	CtD	Disease::DOID:1686
Compound::DB00338	CtD	Disease::DOID:9206
Compound::DB00993	CtD	Disease::DOID:8577
Compound::DB00501	CtD	Disease::DOID:9970
Compound::DB00563	CtD	Disease::DOID:2377
Compound::DB00860	CtD	Disease::DOID:2531
Compound::DB00795	CtD	Disease::DOID:8577
Compound::DB01075	CtD	Disease::DOID:4481
Compound::DB00261	CtD	Disease::DOID:2531
Compound::DB00091	CtD	Disease::DOID:9074
Compound::DB00763	CtD	Disease::DOID:12361
Compound::DB01098	CtD	Disease::DOID:3393
Compound::DB01197	CtD	Disease::DOID:418
Compound::DB00970	CtD	Disease::DOID:4045
Compound::DB00399	CtD	Disease::DOID:11476
Compound::DB01029	CtD	Disease::DOID:10763
Compound::DB00631	CtD	Disease::DOID:2531
Compound::DB00521	CtD	Disease::DOID:1686
Compound::DB01170	CtD	Disease::DOID:10763
Compound::DB00291	CtD	Disease::DOID:1612
Compound::DB00642	CtD	Disease::DOID:1324
Compound::DB00641	CtD	Disease::DOID:3393
Compound::DB00178	CtD	Disease::DOID:9744
Compound::DB00169	CtD	Disease::DOID:11476
Compound::DB01204	CtD	Disease::DOID:1612
Compound::DB01045	CtD	Disease::DOID:1024
Compound::DB01101	CtD	Disease::DOID:1612
Compound::DB00544	CtD	Disease::DOID:219
Compound::DB00635	CtD	Disease::DOID:10283
Compound::DB00563	CtD	Disease::DOID:1612
Compound::DB01204	CtD	Disease::DOID:2377
Compound::DB01202	CtD	Disease::DOID:1826
Compound::DB08877	CtD	Disease::DOID:2531
Compound::DB01120	CtD	Disease::DOID:9352
Compound::DB00523	CtD	Disease::DOID:1192
Compound::DB00851	CtD	Disease::DOID:1909
Compound::DB00270	CtD	Disease::DOID:10763
Compound::DB00226	CtD	Disease::DOID:10763
Compound::DB08828	CtD	Disease::DOID:4159
Compound::DB00982	CtD	Disease::DOID:1192
Compound::DB00937	CtD	Disease::DOID:9970
Compound::DB01177	CtD	Disease::DOID:1612
Compound::DB00492	CtD	Disease::DOID:10763
Compound::DB00635	CtD	Disease::DOID:3310
Compound::DB00688	CtD	Disease::DOID:8893
Compound::DB00651	CtD	Disease::DOID:2841
Compound::DB00305	CtD	Disease::DOID:11054
Compound::DB00762	CtD	Disease::DOID:1793
Compound::DB00515	CtD	Disease::DOID:2994
Compound::DB01177	CtD	Disease::DOID:2531
Compound::DB00973	CtD	Disease::DOID:1936
Compound::DB01410	CtD	Disease::DOID:2841
Compound::DB00224	CtD	Disease::DOID:635
Compound::DB00864	CtD	Disease::DOID:3310
Compound::DB00860	CtD	Disease::DOID:2841
Compound::DB00775	CtD	Disease::DOID:3393
Compound::DB00352	CtD	Disease::DOID:2531
Compound::DB08881	CtD	Disease::DOID:1909
Compound::DB00445	CtD	Disease::DOID:10534
Compound::DB00563	CtD	Disease::DOID:10534
Compound::DB00762	CtD	Disease::DOID:1324
Compound::DB00570	CtD	Disease::DOID:2531
Compound::DB08868	CtD	Disease::DOID:2377
Compound::DB00997	CtD	Disease::DOID:1324
Compound::DB00876	CtD	Disease::DOID:10763
Compound::DB00445	CtD	Disease::DOID:1793
Compound::DB01583	CtD	Disease::DOID:1459
Compound::DB00441	CtD	Disease::DOID:2531
Compound::DB00250	CtD	Disease::DOID:9074
Compound::DB01204	CtD	Disease::DOID:1115
Compound::DB08816	CtD	Disease::DOID:3393
Compound::DB00398	CtD	Disease::DOID:1781
Compound::DB00741	CtD	Disease::DOID:7148
Compound::DB00764	CtD	Disease::DOID:3310
Compound::DB00178	CtD	Disease::DOID:10763
Compound::DB00441	CtD	Disease::DOID:1612
Compound::DB01248	CtD	Disease::DOID:1909
Compound::DB00964	CtD	Disease::DOID:1686
Compound::DB00553	CtD	Disease::DOID:8893
Compound::DB01260	CtD	Disease::DOID:3310
Compound::DB00997	CtD	Disease::DOID:2531
Compound::DB00541	CtD	Disease::DOID:1115
Compound::DB00279	CtD	Disease::DOID:1459
Compound::DB00649	CtD	Disease::DOID:635
Compound::DB00630	CtD	Disease::DOID:5408
Compound::DB00290	CtD	Disease::DOID:2994
Compound::DB00958	CtD	Disease::DOID:1612
Compound::DB01273	CtD	Disease::DOID:0050742
Compound::DB01005	CtD	Disease::DOID:11934
Compound::DB00328	CtD	Disease::DOID:13189
Compound::DB08871	CtD	Disease::DOID:1612
Compound::DB00331	CtD	Disease::DOID:9352
Compound::DB00691	CtD	Disease::DOID:10763
Compound::DB00286	CtD	Disease::DOID:11476
Compound::DB00242	CtD	Disease::DOID:2531
Compound::DB00884	CtD	Disease::DOID:11476
Compound::DB00169	CtD	Disease::DOID:8577
Compound::DB00773	CtD	Disease::DOID:1319
Compound::DB04572	CtD	Disease::DOID:1612
Compound::DB00620	CtD	Disease::DOID:7147
Compound::DB00755	CtD	Disease::DOID:1192
Compound::DB00331	CtD	Disease::DOID:11612
Compound::DB00997	CtD	Disease::DOID:263
Compound::DB01077	CtD	Disease::DOID:5408
Compound::DB01274	CtD	Disease::DOID:2841
Compound::DB01008	CtD	Disease::DOID:2531
Compound::DB00385	CtD	Disease::DOID:11054
Compound::DB00741	CtD	Disease::DOID:2841
Compound::DB00620	CtD	Disease::DOID:3310
Compound::DB00773	CtD	Disease::DOID:2998
Compound::DB00869	CtD	Disease::DOID:1686
Compound::DB00195	CtD	Disease::DOID:1686
Compound::DB00441	CtD	Disease::DOID:1324
Compound::DB00091	CtD	Disease::DOID:8893
Compound::DB00445	CtD	Disease::DOID:3571
Compound::DB00819	CtD	Disease::DOID:1686
Compound::DB00970	CtD	Disease::DOID:2174
Compound::DB00905	CtD	Disease::DOID:1686
Compound::DB00880	CtD	Disease::DOID:10763
Compound::DB00695	CtD	Disease::DOID:12930
Compound::DB08860	CtD	Disease::DOID:3393
Compound::DB00515	CtD	Disease::DOID:1324
Compound::DB00900	CtD	Disease::DOID:635
Compound::DB00563	CtD	Disease::DOID:8893
Compound::DB00773	CtD	Disease::DOID:4045
Compound::DB00635	CtD	Disease::DOID:418
Compound::DB00678	CtD	Disease::DOID:10763
Compound::DB00851	CtD	Disease::DOID:1793
Compound::DB00445	CtD	Disease::DOID:10283
Compound::DB00678	CtD	Disease::DOID:3393
Compound::DB00394	CtD	Disease::DOID:8893
Compound::DB00989	CtD	Disease::DOID:10652
Compound::DB00290	CtD	Disease::DOID:4159
